DataSet,Day,Income,Goods,Land,Labour,Capital
Household10,267,18.18796995954767,1228,2839,46,0
Household1,268,-2.8976883494816654,1730,5740,4125,3019
Household2,268,-4.23685331653075,962,116,2135,900
Household3,268,1.665992945976706,1237,1413,6455,0
Household4,268,-1.591397395445977,2532,6399,646,2996
Household5,268,-0.4463635032786115,2231,1020,0,1004
Household6,268,4.300155327999265,1795,0,6235,3594
Household7,268,4.26513400369563,1747,5669,0,0
Household8,268,1394.4815651348488,2351,4168,4863,108
Household9,268,-1.373438921388967,1147,1916,7204,760
Household10,268,18.823280233492792,1233,2829,36,0
Household1,269,-1.365069537860677,1737,5730,4115,3009
Household2,269,-1.5256836366487345,966,106,2125,890
Household3,269,-1.762170905213038,1242,1403,6445,0
Household4,269,2.430313839020233,2541,6389,636,2986
Household5,269,-0.23684126498232416,2238,1010,0,994
Household6,269,0.9395522767361975,1801,0,6225,3584
Household7,269,0.5157260148699141,1751,5659,0,0
Household8,269,1419.7748106499605,2358,4158,4853,98
Household9,269,-0.26951992331258623,1151,1906,7194,750
Household10,269,4.042184361418187,1237,2819,26,0
Household1,270,-4.367347791613373,1744,5720,4105,2999
Household2,270,-2.125720226083926,970,96,2115,880
Household3,270,2.7776321667124737,1246,1393,6435,0
Household4,270,-1.5159418496288133,2551,6379,626,2976
Household5,270,2.4014023719789073,2245,1000,0,984
Household6,270,-2.421050774526872,1807,0,6215,3574
Household7,270,-4.457372770012272,1755,5649,0,0
Household8,270,1445.0680561650722,2365,4148,4843,88
Household9,270,-3.700497990609879,1155,1896,7184,740
Household10,270,4.6774946353632885,1242,2809,16,0
Household1,271,-2.8347289799924056,1751,5710,4095,2989
Household2,271,-3.9494476115755877,974,86,2105,870
Household3,271,-0.6505316844772704,1251,1383,6425,0
Household4,271,2.5057693848373965,2560,6369,616,2966
Household5,271,-2.928320914175135,2253,990,0,974
Household6,271,-1.8400556187026993,1813,0,6205,3564
Household7,271,3.072392433594482,1758,5639,0,0
Household8,271,1470.361301680184,2372,4138,4833,78
Household9,271,-2.5965789925334946,1159,1886,7174,730
Household10,271,5.312804909308397,1247,2799,6,0
Household1,272,-1.3021101683714278,1758,5700,4085,2979
Household2,272,-1.2382779316935721,978,76,2095,860
Household3,272,3.8892713874482414,1255,1373,6415,0
Household4,272,-0.4301532482177741,2570,6359,606,2956
Household5,272,-2.718798675878851,2260,980,0,964
Household6,272,-1.2590604628785158,1819,0,6195,3554
Household7,272,-0.6770155552312342,1762,5629,0,0
Household8,272,1496.6648802508896,2379,4128,4823,68
Household9,272,-1.4926599944571137,1163,1876,7164,720
Household10,272,1.2020462887666739,1251,2789,0,0
Household1,273,-1.9632176503150127,1766,5690,4075,2969
Household2,273,-0.9607847521153161,981,66,2085,850
Household3,273,-2.1125598751298895,1261,1363,6405,0
Household4,273,6.349762955365033,2580,6349,596,2946
Household5,273,-1.8120360821884702,2265,970,0,954
Household6,273,4.085842266902478,1825,0,6185,3544
Household7,273,4.279082236987138,1766,5619,0,0
Household8,273,1510.9199770264643,2387,4118,4813,58
Household9,273,3.284279068100034,1168,1866,7154,710
Household10,273,-2.871700463487656,1253,2779,0,0
Household1,274,-2.624325132258601,1774,5680,4065,2959
Household2,274,-0.6832915725370654,984,56,2075,840
Household3,274,-0.146424214592761,1266,1353,6395,0
Household4,274,13.12967915894782,2590,6339,586,2936
Household5,274,-0.9052734884980822,2270,960,0,944
Household6,274,-2.078940059902557,1830,0,6175,3534
Household7,274,1.4072040171748696,1769,5609,0,0
Household8,274,1557.3410378572269,2394,4108,4803,48
Household9,274,0.09325120754191829,1174,1856,7144,700
Household10,274,2.2917387560696945,1256,2769,0,0
Household1,275,-3.2854326142021897,1782,5670,4055,2949
Household2,275,-0.4057983929588147,987,46,2065,830
Household3,275,1.8197114459443728,1271,1343,6385,0
Household4,275,19.909595362530606,2600,6329,576,2926
Household5,275,2.4302105038572357,2275,950,0,934
Household6,275,3.265962669878437,1836,0,6165,3524
Household7,275,-1.46467420263739,1772,5599,0,0
Household8,275,1603.7620986879895,2401,4098,4793,38
Household9,275,-3.0977766530162043,1180,1846,7134,690
Household10,275,-1.782007996184646,1258,2759,0,0
Household1,276,4.021426826969485,1789,5660,4045,2939
Household2,276,-0.128305213380564,990,36,2055,820
Household3,276,3.7858471064815067,1276,1333,6375,0
Household4,276,26.68951156611339,2610,6319,566,2916
Household5,276,-1.7538748300620721,2280,940,0,924
Household6,276,-4.122510452983089,1841,0,6155,3514
Household7,276,3.491423589580984,1776,5589,0,0
Household8,276,1618.0171954635641,2409,4088,4783,28
Household9,276,1.679162409540936,1185,1836,7124,680
Household10,276,3.3814312233727044,1261,2749,0,0
Household1,277,-1.1745777203477274,1797,5650,4035,2929
Household2,277,0.1491879661976867,993,26,2045,810
Household3,277,-2.2159841560966242,1282,1323,6365,0
Household4,277,33.469427769696175,2620,6309,556,2906
Household5,277,-0.8471122363716859,2285,930,0,914
Household6,277,1.222392276797894,1847,0,6145,3504
Household7,277,0.6195453697687157,1779,5579,0,0
Household8,277,1664.4382562943267,2416,4078,4773,18
Household9,277,-1.5118654510171794,1191,1826,7114,670
Household10,277,-0.692315528881636,1263,2739,0,0
Household1,278,-1.8356852022912982,1805,5640,4025,2919
Household2,278,0.4266811457759374,996,16,2035,800
Household3,278,-0.24984849555949573,1287,1313,6355,0
Household4,278,40.24934397327896,2630,6299,546,2896
Household5,278,2.488371755983632,2290,920,0,904
Household6,278,-1.631183780689959,1852,0,6135,3494
Household7,278,-2.252332850043544,1782,5569,0,0
Household8,278,1710.8593171250893,2423,4068,4763,8
Household9,278,3.265073611539961,1196,1816,7104,660
Household10,278,-3.4968432324395486,1267,2729,0,0
Household1,279,-2.4967926842348867,1813,5630,4015,2909
Household2,279,0.7041743253541881,999,6,2025,790
Household3,279,1.7162871649776381,1292,1303,6345,0
Household4,279,47.029260176861804,2640,6289,536,2886
Household5,279,-1.6957135779356758,2295,910,0,894
Household6,279,3.713718949091035,1858,0,6125,3484
Household7,279,2.70376494217483,1786,5559,0,0
Household8,279,1718.9130008132006,2431,4058,4753,0
Household9,279,0.07404575098184552,1202,1806,7094,650
Household10,279,1.6665959871177982,1270,2719,0,0
Household1,280,-3.157900166178475,1821,5620,4005,2899
Household2,280,1.1091481029781836,1003,0,2015,780
Household3,280,3.682422825514772,1297,1293,6335,0
Household4,280,53.80917638044465,2650,6279,526,2876
Household5,280,-0.7889509842452895,2300,900,0,884
Household6,280,-2.451063377714,1863,0,6115,3474
Household7,280,2.0531848505020296,1788,5549,0,0
Household8,280,1711.2249365347898,2438,4048,4743,0
Household9,280,-3.116982109576277,1208,1796,7084,640
Household10,280,-2.4071507651365422,1272,2709,0,0
Household1,281,4.148959274993199,1828,5610,3995,2889
Household2,281,1.33263110864762,1006,0,2005,770
Household3,281,-2.319408437063359,1303,1283,6325,0
Household4,281,60.58909258402743,2660,6269,516,2866
Household5,281,2.5465330081100284,2305,890,0,874
Household6,281,2.893839352066994,1869,0,6105,3464
Household7,281,1.402604758829229,1790,5539,0,0
Household8,281,1716.595687107104,2444,4038,4733,0
Household9,281,6.75080488059055,1213,1786,7074,630
Household10,281,3.3122393166568216,1275,2699,0,0
Household1,282,-1.047045272324013,1836,5600,3985,2879
Household2,282,1.5561141143170563,1009,0,1995,760
Household3,282,-0.35327277652623046,1308,1273,6315,0
Household4,282,67.36900878761023,2670,6259,506,2856
Household5,282,-1.6375523258092795,2310,880,0,864
Household6,282,-4.4946337707945325,1874,0,6095,3454
Household7,282,0.7520246671564355,1792,5529,0,0
Household8,282,1721.966437679418,2450,4028,4723,0
Household9,282,16.61859187075738,1218,1776,7064,620
Household10,282,-0.7615074355975153,1277,2689,0,0
Household1,283,-1.7081527542675836,1844,5590,3975,2869
Household2,283,1.7795971199864926,1012,0,1985,750
Household3,283,1.6128628840109034,1313,1263,6305,0
Household4,283,74.14892499119301,2680,6249,496,2846
Household5,283,-0.7307897321188932,2315,870,0,854
Household6,283,0.8502689589864509,1880,0,6085,3444
Household7,283,0.10144457548364194,1794,5519,0,0
Household8,283,1727.3371882517322,2456,4018,4713,0
Household9,283,-1.432891273584442,1223,1766,7054,610
Household10,283,-3.0100842769194145,1281,2679,0,0
Household1,284,-2.369260236211172,1852,5580,3965,2859
Household2,284,2.003080125655929,1015,0,1975,740
Household3,284,3.5789985445480372,1318,1253,6295,0
Household4,284,80.92884119477583,2690,6239,486,2836
Household5,284,2.6046942602364247,2320,860,0,844
Household6,284,-2.003307098501402,1885,0,6075,3434
Household7,284,-0.5491355161891516,1796,5509,0,0
Household8,284,1719.6491239733214,2463,4008,4703,0
Household9,284,8.434895716582389,1228,1756,7044,600
Household10,284,2.7093058048739493,1284,2669,0,0
Household1,285,-3.0303677181547606,1860,5570,3955,2849
Household2,285,2.2265631313253653,1018,0,1965,730
Household3,285,-2.4228327180300937,1324,1243,6285,0
Household4,285,87.70875739835861,2700,6229,476,2826
Household5,285,-1.5793910736828831,2325,850,0,834
Household6,285,3.341595631279592,1891,0,6065,3424
Household7,285,0.5799260504305437,1798,5499,0,0
Household8,285,1725.0198745456355,2469,3998,4693,0
Household9,285,2.886276560729499,1232,1746,7034,590
Household10,285,-1.3644409473803876,1286,2659,0,0
Household1,286,4.276491723016914,1867,5560,3945,2839
Household2,286,2.4500461369948017,1021,0,1955,720
Household3,286,-0.4566970574929652,1329,1233,6275,0
Household4,286,94.48867360194129,2710,6219,466,2816
Household5,286,-0.6726284799924969,2330,840,0,824
Household6,286,-4.0468774915819345,1896,0,6055,3414
Household7,286,-0.07065404124224806,1800,5489,0,0
Household8,286,1717.3318102672247,2476,3988,4683,0
Household9,286,12.75406355089633,1237,1736,7024,580
Household10,286,-3.6130177887022867,1290,2649,0,0
Household1,287,-0.9195128243002983,1875,5550,3935,2829
Household2,287,2.673529142664238,1024,0,1945,710
Household3,287,1.5094386030441687,1334,1223,6265,0
Household4,287,101.26858980552402,2720,6209,456,2806
Household5,287,2.662855512362821,2335,830,0,814
Household6,287,1.298025238199049,1902,0,6045,3404
Household7,287,-0.7212341329150416,1802,5479,0,0
Household8,287,1722.7025608395388,2482,3978,4673,0
Household9,287,-0.7625225280718197,1242,1726,7014,570
Household10,287,2.106372293091077,1293,2639,0,0
Household1,288,-1.580620306243869,1883,5540,3925,2819
Household2,288,2.8970121483336744,1027,0,1935,700
Household3,288,3.4755742635813025,1339,1213,6255,0
Household4,288,108.04850600910675,2730,6199,446,2796
Household5,288,-1.5212298215564868,2340,820,0,804
Household6,288,-1.5555508192888041,1907,0,6035,3394
Household7,288,-1.371814224587828,1804,5469,0,0
Household8,288,1728.073311411853,2488,3968,4663,0
Household9,288,9.105264462095008,1247,1716,7004,560
Household10,288,-1.9673744591632598,1295,2629,0,0
Household1,289,-2.2417277881874575,1891,5530,3915,2809
Household2,289,3.1204951540031107,1030,0,1925,690
Household3,289,-2.5262569989968284,1345,1203,6245,0
Household4,289,114.82842221268947,2740,6189,436,2786
Household5,289,-0.6144672278661005,2345,810,0,794
Household6,289,3.78935191049219,1913,0,6025,3384
Household7,289,-2.0223943162606144,1806,5459,0,0
Household8,289,1733.444061984167,2494,3958,4653,0
Household9,289,3.5566453062421175,1251,1706,6994,550
Household10,289,3.752015622630104,1298,2619,0,0
Household1,290,-2.902835270131046,1899,5520,3905,2799
Household2,290,3.343978159672547,1033,0,1915,680
Household3,290,-0.5601213384596999,1350,1193,6235,0
Household4,290,121.6083384162722,2750,6179,426,2776
Household5,290,2.7210167644892174,2350,800,0,784
Household6,290,-2.3754304163128452,1918,0,6015,3374
Household7,290,-0.893332749640912,1808,5449,0,0
Household8,290,1725.7559977057563,2501,3948,4643,0
Household9,290,0.365617445684002,1257,1696,6984,540
Household10,290,-0.3217311296242329,1300,2609,0,0
Household1,291,-3.5639427520746345,1907,5510,3895,2789
Household2,291,3.5674611653419834,1036,0,1905,670
Household3,291,1.406014322077434,1355,1183,6225,0
Household4,291,128.38825461985493,2760,6169,416,2766
Household5,291,-1.4630685694300904,2355,790,0,774
Household6,291,2.969472313468149,1924,0,6005,3364
Household7,291,0.2357288169787921,1810,5439,0,0
Household8,291,1731.1267482780704,2507,3938,4633,0
Household9,291,10.23340443585083,1262,1686,6974,530
Household10,291,-2.570307970946132,1304,2599,0,0
Household1,292,3.74291668909704,1914,5500,3885,2779
Household2,292,3.79094417101142,1039,0,1895,660
Household3,292,3.3721499826145678,1360,1173,6215,0
Household4,292,135.16817082343772,2770,6159,406,2756
Household5,292,-0.5563059757397042,2360,780,0,764
Household6,292,-4.419000809393378,1929,0,5995,3354
Household7,292,-0.4148512746939996,1812,5429,0,0
Household8,292,1723.4386839996596,2514,3928,4623,0
Household9,292,-3.2831816431173237,1267,1676,6964,520
Household10,292,3.1490821108472318,1307,2589,0,0
Household1,293,-1.4530878582201723,1922,5490,3875,2769
Household2,293,4.014427176680856,1042,0,1885,650
Household3,293,-2.629681279963563,1366,1163,6205,0
Household4,293,141.9480870270204,2780,6149,396,2746
Household5,293,2.7791780166156137,2365,770,0,754
Household6,293,0.9259019203876058,1935,0,5985,3344
Household7,293,-1.0654313663667931,1814,5419,0,0
Household8,293,1728.8094345719737,2520,3918,4613,0
Household9,293,6.584605347049504,1272,1666,6954,510
Household10,293,-0.9246646414071051,1309,2579,0,0
Household1,294,-2.114195340163743,1930,5480,3865,2759
Household2,294,4.2379101823502925,1045,0,1875,640
Household3,294,-0.6635456194264346,1371,1153,6195,0
Household4,294,148.72800323060306,2790,6139,386,2736
Household5,294,-1.4049073173036941,2370,760,0,744
Household6,294,-1.9276741371002473,1940,0,5975,3334
Household7,294,-1.7160114580395796,1816,5409,0,0
Household8,294,1734.1801851442879,2526,3908,4603,0
Household9,294,16.452392337216335,1277,1656,6944,500
Household10,294,-3.1732414827290043,1313,2569,0,0
Household1,295,-2.7753028221073315,1938,5470,3855,2749
Household2,295,-3.506573735095534,1049,0,1865,630
Household3,295,1.3025900411106992,1376,1143,6185,0
Household4,295,155.50791943418568,2800,6129,376,2726
Household5,295,-0.49814472361330786,2375,750,0,734
Household6,295,3.417228592680747,1946,0,5965,3324
Household7,295,-2.366591549712366,1818,5399,0,0
Household8,295,1739.550935716602,2532,3898,4593,0
Household9,295,-1.5990908071254886,1282,1646,6934,490
Household10,295,2.5461485990643595,1316,2559,0,0
Household1,296,-3.43641030405092,1946,5460,3845,2739
Household2,296,-1.503449071133609,1052,0,1855,620
Household3,296,3.268725701647833,1381,1133,6175,0
Household4,296,162.2878356377683,2810,6119,366,2716
Household5,296,2.83733926874201,2380,740,0,724
Household6,296,-3.9712445301807797,1951,0,5955,3314
Household7,296,-1.2375299830926636,1820,5389,0,0
Household8,296,1731.8628714381912,2539,3888,4583,0
Household9,296,3.1778482554316554,1287,1636,6924,480
Household10,296,-1.5275981531899774,1318,2549,0,0
Household1,297,3.8704491371207546,1953,5450,3835,2729
Household2,297,-1.279966065464171,1055,0,1845,610
Household3,297,-2.733105560930298,1387,1123,6165,0
Household4,297,169.06775184135086,2820,6109,356,2706
Household5,297,-1.3467460651772978,2385,730,0,714
Household6,297,1.3736581996002037,1957,0,5945,3304
Household7,297,-1.8881100747654482,1822,5379,0,0
Household8,297,1737.2336220105053,2545,3878,4573,0
Household9,297,13.045635245598486,1292,1626,6914,470
Household10,297,4.1917919286033865,1321,2539,0,0
Household1,298,-1.3255554101964577,1961,5440,3825,2719
Household2,298,-1.0564830597947346,1058,0,1835,600
Household3,298,-0.7669699003931694,1392,1113,6155,0
Household4,298,175.8476680449334,2830,6099,346,2696
Household5,298,-0.43998347148692574,2390,720,0,704
Household6,298,-1.4799178578876493,1962,0,5935,3294
Household7,298,-2.5386901664382346,1824,5369,0,0
Household8,298,1729.5455577320945,2552,3868,4563,0
Household9,298,-0.47095083336966326,1297,1616,6904,460
Household10,298,-4.416851889024631,1323,2529,0,0
Household1,299,-1.9866628921400284,1969,5430,3815,2709
Household2,299,-0.8330000541252982,1061,0,1825,590
Household3,299,1.1991657601439645,1397,1103,6145,0
Household4,299,182.62758424851597,2840,6089,336,2686
Household5,299,2.895500520868392,2395,710,0,694
Household6,299,3.864984871893345,1968,0,5925,3284
Household7,299,-1.4096285998185323,1826,5359,0,0
Household8,299,1721.8574934536837,2559,3858,4553,0
Household9,299,9.396836156797164,1302,1606,6894,450
Household10,299,1.3025381927687292,1326,2519,0,0
Household1,300,-2.647770374083617,1977,5420,3805,2699
Household2,300,-0.6095170484558619,1064,0,1815,580
Household3,300,3.1653014206810983,1402,1093,6135,0
Household4,300,189.40750045209853,2850,6079,326,2676
Household5,300,-1.2885848130509157,2400,700,0,684
Household6,300,-2.2997974549116904,1973,0,5915,3274
Household7,300,-2.060208691491317,1828,5349,0,0
Household8,300,1727.2282440259978,2565,3848,4543,0
Household9,300,3.848217000944274,1306,1596,6884,440
Household10,300,-2.7712085594856006,1328,2509,0,0
Household1,301,-3.3088778560272054,1985,5410,3795,2689
Household2,301,-0.3860340427864255,1067,0,1805,570
Household3,301,-2.8365298418970326,1408,1083,6125,0
Household4,301,196.1874166556811,2860,6069,316,2666
Household5,301,-0.3818222193605436,2405,690,0,674
Household6,301,3.0451052748693037,1979,0,5905,3264
Household7,301,-0.9311471248716146,1830,5339,0,0
Household8,301,1719.540179747587,2572,3838,4533,0
Household9,301,13.716003991111105,1311,1586,6874,430
Household10,301,2.948181522307763,1331,2499,0,0
Household1,302,3.997981585144469,1992,5400,3785,2679
Household2,302,-0.16255103711698915,1070,0,1795,560
Household3,302,-0.8703941813599041,1413,1073,6115,0
Household4,302,202.96733285926365,2870,6059,306,2656
Household5,302,2.9536617729947743,2410,680,0,664
Household6,302,-4.343367847992223,1984,0,5895,3254
Household7,302,-1.5817272165443992,1832,5329,0,0
Household8,302,1711.8521154691762,2579,3828,4523,0
Household9,302,-4.335479153230718,1316,1576,6864,420
Household10,302,-1.1255652299465737,1333,2489,0,0
Household1,303,-1.1980229621727432,2000,5390,3775,2669
Household2,303,0.0609319685524472,1073,0,1785,550
Household3,303,1.0957414791772297,1418,1063,6105,0
Household4,303,209.74724906284627,2880,6049,296,2646
Household5,303,-1.2304235609245335,2415,670,0,654
Household6,303,1.0015348817887606,1990,0,5885,3244
Household7,303,-0.4526656499246968,1834,5319,0,0
Household8,303,1717.2228660414903,2585,3818,4513,0
Household9,303,5.532307836936113,1321,1566,6854,410
Household10,303,-3.374142071268473,1337,2479,0,0
Household1,304,-1.859130444116314,2008,5380,3765,2659
Household2,304,0.28441497422188355,1076,0,1775,540
Household3,304,3.0618771397143636,1423,1053,6095,0
Household4,304,216.52716526642888,2890,6039,286,2636
Household5,304,-0.3236609672341615,2420,660,0,644
Household6,304,-1.8520411756990924,1995,0,5875,3234
Household7,304,-1.1032457415974886,1836,5309,0,0
Household8,304,1709.5348017630795,2592,3808,4503,0
Household9,304,15.400094827102944,1326,1556,6844,400
Household10,304,2.345248010524891,1340,2469,0,0
Household1,305,-2.5202379260599024,2016,5370,3755,2649
Household2,305,0.5078979798913199,1079,0,1765,530
Household3,305,-2.9399541228637673,1429,1043,6085,0
Household4,305,223.3070814700115,2900,6029,276,2626
Household5,305,3.0118230251211564,2425,650,0,634
Household6,305,3.4928615540819017,2001,0,5865,3224
Household7,305,-1.753825833270275,1838,5299,0,0
Household8,305,1714.9055523353936,2598,3798,4493,0
Household9,305,-2.6513883172388795,1331,1546,6834,390
Household10,305,-1.728498741729446,1342,2459,0,0
Household1,306,-3.181345408003491,2024,5360,3745,2639
Household2,306,0.7313809855607563,1082,0,1755,520
Household3,306,-0.9738184623266388,1434,1033,6075,0
Household4,306,230.0869976735941,2910,6019,266,2616
Household5,306,-1.1722623087981514,2430,640,0,624
Household6,306,-3.895611568779625,2006,0,5855,3214
Household7,306,-2.4044059249430614,1840,5289,0,0
Household8,306,1720.2763029077078,2604,3788,4483,0
Household9,306,7.2163986729279515,1336,1536,6824,380
Household10,306,3.990891340063918,1345,2449,0,0
Household1,307,4.125514033168184,2031,5350,3735,2629
Household2,307,0.9548639912301926,1085,0,1745,510
Household3,307,0.992317198210495,1439,1023,6065,0
Household4,307,236.86691387717673,2920,6009,256,2606
Household5,307,-0.26549971510777937,2435,630,0,614
Household6,307,1.4492911610013586,2012,0,5845,3204
Household7,307,-1.275344358323359,1842,5279,0,0
Household8,307,1712.588238629297,2611,3778,4473,0
Household9,307,17.084185663094782,1341,1526,6814,370
Household10,307,-4.6177524775641,1347,2439,0,0
Household1,308,-1.0704905141490286,2039,5340,3725,2619
Household2,308,1.178346996899629,1088,0,1735,500
Household3,308,2.958452858747629,1444,1013,6055,0
Household4,308,243.64683008075934,2930,5999,246,2596
Household5,308,3.0699842772475385,2440,620,0,604
Household6,308,-1.4042848964864945,2017,0,5835,3194
Household7,308,-1.9259244499961437,1844,5269,0,0
Household8,308,1704.9001743508861,2618,3768,4463,0
Household9,308,-0.9672974812470407,1346,1516,6804,360
Household10,308,1.1016376042292606,1350,2429,0,0
Household1,309,-1.7315979960925993,2047,5330,3715,2609
Household2,309,1.4018300025690653,1091,0,1725,490
Household3,309,-3.043378403830502,1450,1003,6045,0
Household4,309,250.42674628434193,2940,5989,236,2586
Household5,309,-1.1141010566717693,2445,610,0,594
Household6,309,3.9406178332944997,2023,0,5825,3184
Household7,309,-0.7968628833764413,1846,5259,0,0
Household8,309,1710.2709249232003,2624,3758,4453,0
Household9,309,8.90048950891979,1351,1506,6794,350
Household10,309,-2.972109148025069,1352,2419,0,0
Household1,310,-2.392705478036188,2055,5320,3705,2599
Household2,310,1.6253130082385017,1094,0,1715,480
Household3,310,-1.0772427432933736,1455,993,6035,0
Household4,310,257.2066624879245,2950,5979,226,2576
Household5,310,-0.20733846298139724,2450,600,0,584
Household6,310,-2.2241644935105356,2028,0,5815,3174
Household7,310,-1.447442975049226,1848,5249,0,0
Household8,310,1702.5828606447894,2631,3748,4443,0
Household9,310,3.3518703530669,1355,1496,6784,340
Household10,310,2.7472809337682946,1355,2409,0,0
Household1,311,-3.0538129599797763,2063,5310,3695,2589
Household2,311,1.848796013907938,1097,0,1705,470
Household3,311,0.8888929172437603,1460,983,6025,0
Household4,311,263.9865786915071,2960,5969,216,2566
Household5,311,3.1281455293739207,2455,590,0,574
Household6,311,3.1207382362704585,2034,0,5805,3164
Household7,311,-2.0980230667220123,1850,5239,0,0
Household8,311,1707.9536112171036,2637,3738,4433,0
Household9,311,13.219657343233731,1360,1486,6774,330
Household10,311,-1.3264658184860423,1357,2399,0,0
Household1,312,4.253046481191898,2070,5300,3685,2579
Household2,312,2.0722790195773744,1100,0,1695,460
Household3,312,2.855028577780894,1465,973,6015,0
Household4,312,270.76649489508964,2970,5959,206,2556
Household5,312,-1.0559398045453872,2460,580,0,564
Household6,312,-4.267734886591068,2039,0,5795,3154
Household7,312,-0.96896150010231,1852,5229,0,0
Household8,312,1700.2655469386928,2644,3728,4423,0
Household9,312,-0.2969287357344186,1365,1476,6764,320
Household10,312,-3.5750426598079414,1361,2389,0,0
Household1,313,-0.9429580661253141,2078,5290,3675,2569
Household2,313,2.2957620252468107,1103,0,1685,450
Household3,313,-3.146802684797237,1471,963,6005,0
Household4,313,277.5464110986722,2980,5949,196,2546
Household5,313,2.279544187809929,2465,570,0,554
Household6,313,1.0771678431899154,2045,0,5785,3144
Household7,313,-1.6195415917750946,1854,5219,0,0
Household8,313,1705.636297511007,2650,3718,4413,0
Household9,313,9.570858254432409,1370,1466,6754,310
Household10,313,2.1443474219854224,1364,2379,0,0
Household1,314,-1.6040655480688848,2086,5280,3665,2559
Household2,314,2.519245030916247,1106,0,1675,440
Household3,314,-1.1806670242601083,1476,953,5995,0
Household4,314,284.32632730225475,2990,5939,186,2536
Household5,314,-1.9045411461093789,2470,560,0,544
Household6,314,-1.7764082142979376,2050,0,5775,3134
Household7,314,-2.270121683447881,1856,5209,0,0
Household8,314,1711.007048083321,2656,3708,4403,0
Household9,314,4.022239098579519,1374,1456,6744,300
Household10,314,-1.9293993302689145,1366,2369,0,0
Household1,315,-2.2651730300124733,2094,5270,3655,2549
Household2,315,2.7427280365856834,1109,0,1665,430
Household3,315,0.7854686362770256,1481,943,5985,0
Household4,315,291.1062435058373,3000,5929,176,2526
Household5,315,-0.9977785524189926,2475,550,0,534
Household6,315,3.5684945154830565,2056,0,5765,3124
Household7,315,-1.1410601168281786,1858,5199,0,0
Household8,315,1703.3189838049102,2663,3698,4393,0
Household9,315,13.89002608874635,1379,1446,6734,290
Household10,315,3.7899907515244493,1369,2359,0,0
Household1,316,-2.9262805119560618,2102,5260,3645,2539
Household2,316,2.96621104225512,1112,0,1655,420
Household3,316,2.7516042968141594,1486,933,5975,0
Household4,316,297.88615970941987,3010,5919,166,2516
Household5,316,2.3377054399363253,2480,540,0,524
Household6,316,-3.81997860737847,2061,0,5755,3114
Household7,316,-1.7916402085009633,1860,5189,0,0
Household8,316,1695.6309195264994,2670,3688,4383,0
Household9,316,-4.1614570555954735,1384,1436,6724,280
Household10,316,-0.2837560007298876,1371,2349,0,0
Household1,317,-3.5873879938996502,2110,5250,3635,2529
Household2,317,3.189694047924556,1115,0,1645,410
Household3,317,-3.2502269657639697,1492,923,5965,0
Household4,317,304.66607591300243,3020,5909,156,2506
Household5,317,-1.8463798939829825,2485,530,0,514
Household6,317,1.5249241224025134,2067,0,5745,3104
Household7,317,-0.6625786418812609,1862,5179,0,0
Household8,317,1701.0016700988135,2676,3678,4373,0
Household9,317,5.706329934571357,1389,1426,6714,270
Household10,317,-2.5323328420517868,1375,2339,0,0
Household1,318,3.7194714472720243,2117,5240,3625,2519
Household2,318,3.4131770535939925,1118,0,1635,400
Household3,318,-1.284091305226843,1497,913,5955,0
Household4,318,311.445992116585,3030,5899,146,2496
Household5,318,-0.9396173002925963,2490,520,0,504
Household6,318,-1.3286519350853396,2072,0,5735,3094
Household7,318,-1.3131587335540456,1864,5169,0,0
Household8,318,1693.3136058204027,2683,3668,4363,0
Household9,318,15.574116924738188,1394,1416,6704,260
Household10,318,3.187057239741577,1378,2329,0,0
Household1,319,-1.476533100045188,2125,5230,3615,2509
Household2,319,3.636660059263429,1121,0,1625,390
Household3,319,0.6820443553102908,1502,903,5945,0
Household4,319,318.22590832016755,3040,5889,136,2486
Household5,319,2.3958666920627216,2495,510,0,494
Household6,319,4.0162507946956545,2078,0,5725,3084
Household7,319,-1.963738825226832,1866,5159,0,0
Household8,319,1698.6843563927168,2689,3658,4353,0
Household9,319,-2.477366219603635,1399,1406,6694,250
Household10,319,-0.8866895125127598,1380,2319,0,0
Household1,320,-2.1376405819887587,2133,5220,3605,2499
Household2,320,3.860143064932865,1124,0,1615,380
Household3,320,2.6481800158474247,1507,893,5935,0
Household4,320,325.0058245237501,3050,5879,126,2476
Household5,320,-1.7882186418565862,2500,500,0,484
Household6,320,-2.1485315321093807,2083,0,5715,3074
Household7,320,-0.8346772586071296,1868,5149,0,0
Household8,320,1690.996292114306,2696,3648,4343,0
Household9,320,7.390420770563196,1404,1396,6684,240
Household10,320,-3.135266353834659,1384,2309,0,0
Household1,321,-2.798748063932347,2141,5210,3595,2489
Household2,321,4.0836260706023015,1127,0,1605,370
Household3,321,-3.3536512467307045,1513,883,5925,0
Household4,321,331.78574072733267,3060,5869,116,2466
Household5,321,-0.8814560481661999,2505,490,0,474
Household6,321,3.1963711976716134,2089,0,5705,3064
Household7,321,-1.4852573502799142,1870,5139,0,0
Household8,321,1696.3670426866202,2702,3638,4333,0
Household9,321,17.258207760730027,1409,1386,6674,230
Household10,321,2.584123727958705,1387,2299,0,0
Household1,322,-3.4598555458759357,2149,5200,3585,2479
Household2,322,4.307109076271738,1130,0,1595,360
Household3,322,-1.3875155861935777,1518,873,5915,0
Household4,322,338.5656569309152,3070,5859,106,2456
Household5,322,2.454027944189118,2510,480,0,464
